,date,campaignName,adGroupName,targeting,matchType,__v_x,active_x,bid,optimizing_x,__v_y,active_y,optimizing_y,__v_x,active,dailyBudget,optimizing,premiumBidAdjustment,bidMultiplier,bidOptimization_y,clicks,impressions,cost,purchases1d,purchases7d,purchases30d,sales30d,__v_y,conversions,sales,Number_of_word,campaignName_enc,adGroupName_enc,targeting_enc,matchType_enc
91,2022-09-04,Gloves - SP - manual,exact,thumb arthritis compression gloves,exact,0,7,1.33,0,0,7,0,0,7,700,0,7,0,0,2,64,1.42,0,0,0,0.0,0,0,0.0,4,15,17,77,1
92,2022-09-11,Brace - SP - BBM,bbm,+tendonitis +wrist,broad,0,7,4.62,0,0,7,0,0,7,210,0,7,0,0,0,557,0.0,0,0,0,0.0,0,0,0.0,2,0,14,3,0
93,2022-09-11,Brace - SP - Broad - Generic - GS,Generic Keywords,sport wrist brace,broad,0,4,3.2,0,0,4,0,0,4,80,0,4,0,0,1,68,0.7,1,1,1,15.94,0,1,15.94,3,1,2,68,0
94,2022-09-11,Brace - SP - Broad - Generic - GS,Generic Keywords,wrist brace typing,broad,0,1,0.23,0,0,1,0,0,1,20,0,1,0,0,0,1,0.0,0,0,0,0.0,0,0,0.0,3,1,2,84,0
95,2022-09-11,Brace - SP - Broad - Generic - GS,Generic Keywords,wrist relief for pain,broad,0,2,0.46,0,0,2,0,0,2,40,0,2,0,0,0,1,0.0,0,0,0,0.0,0,0,0.0,4,1,2,96,0
96,2022-09-11,Brace - SP - Broad - Injury KW - GS,Injury,wrist injury,broad,0,2,0.34,0,0,2,0,0,2,50,0,0,0,0,0,3,0.0,0,0,0,0.0,0,0,0.0,2,2,6,90,0
97,2022-09-11,Brace - SP - Broad - Injury KW - GS,Injury,wrist injury brace,broad,0,3,0.9299999999999999,0,0,3,0,0,3,75,0,0,0,0,0,2,0.0,0,0,0,0.0,0,0,0.0,3,2,6,91,0
98,2022-09-11,Brace - SP - Broad - Injury KW - GS,Injury,wrist injury support,broad,0,1,0.31,0,0,1,0,0,1,25,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,3,2,6,93,0
99,2022-09-11,Brace - SP - Broad - Injury KW - GS,Injury,wrist injury support brace,broad,0,1,0.31,0,0,1,0,0,1,25,0,0,0,0,1,6,0.75,0,0,0,0.0,0,0,0.0,4,2,6,94,0
100,2022-09-11,Brace - SP - Competitor manual,brace,night wrist brace,broad,0,4,1.04,0,0,4,0,0,4,80,0,0,0,0,0,2,0.0,0,0,0,0.0,0,0,0.0,3,3,15,59,0
101,2022-09-11,Brace - SP - Exact - Injury KW - GS,Sprains,sprained wrist brace for women,exact,0,2,1.02,0,0,2,0,0,2,40,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,5,5,10,71,1
102,2022-09-11,Brace - SP - Exact - Injury KW - GS,Sprains,sprained wrist brace left,exact,0,3,1.53,0,0,3,0,0,3,60,0,0,0,0,0,1,0.0,0,0,0,0.0,0,0,0.0,4,5,10,72,1
103,2022-09-11,Brace - SP - Exact - Injury KW - GS,Sprains,wrist brace for sprained wrist,exact,0,1,0.51,0,0,1,0,0,1,20,0,0,0,0,0,5,0.0,0,0,0,0.0,0,0,0.0,5,5,10,82,1
104,2022-09-11,Brace - SP - Exact - Injury KW - GS,Tendinitis,wrist wraps tendonitis,exact,0,1,0.33,0,0,1,0,0,1,20,0,0,0,0,0,14,0.0,0,0,0,0.0,0,0,0.0,3,5,11,101,1
105,2022-09-11,Catch all grouped,brace,edema glove,broad,0,1,0.1,0,0,1,0,0,1,20,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,2,6,15,34,0
106,2022-09-11,Catch all grouped,brace,edema glove,phrase,0,4,0.4,0,0,4,0,0,4,80,0,0,0,0,0,1,0.0,0,0,0,0.0,0,0,0.0,2,6,15,34,2
107,2022-09-11,Catch all grouped,brace,wrist copper,broad,0,1,0.1,0,0,1,0,0,1,20,0,0,0,0,0,1,0.0,0,0,0,0.0,0,0,0.0,2,6,15,87,0
108,2022-09-11,Catch all grouped,gloves,emf gloves,phrase,0,1,0.1,0,0,1,0,0,1,20,0,0,0,0,0,1,0.0,0,0,0,0.0,0,0,0.0,2,6,18,36,2
109,2022-09-11,Gloves  - Competitor Brand - Exact,Gloves  - Competitor Brand - Exact,copper compression,phrase,0,6,2.46,0,0,6,0,0,6,60,0,0,0,0,0,9,0.0,0,0,0,0.0,0,0,0.0,2,7,3,25,2
110,2022-09-11,Gloves - SP - Cerebro - Amazons Choice - Exact,Gloves - SP - Cerebro - Amazons Choice - Exact,carpal tunnel gloves,exact,0,1,0.53,0,0,1,0,0,1,20,0,1,0,0,0,1,0.0,0,0,0,0.0,0,0,0.0,3,8,4,15,1
111,2022-09-11,Gloves - SP - Cerebro - Amazons Choice - Exact,Gloves - SP - Cerebro - Amazons Choice - Exact,gloves carpal tunnel,exact,0,4,1.32,0,0,4,0,0,4,80,0,4,0,0,0,1,0.0,0,0,0,0.0,0,0,0.0,3,8,4,44,1
112,2022-09-11,Gloves - SP - Cerebro - Broad,Cerebro - Broad,copper gloves men,broad,0,6,1.32,0,0,6,0,0,6,120,0,6,0,0,1,6,0.4,0,0,0,0.0,0,0,0.0,3,9,0,32,0
113,2022-09-11,Gloves - SP - Cerebro - Broad,Cerebro - Broad,swelling reducer for hands,broad,0,1,0.14,0,0,1,0,0,1,20,0,1,0,0,0,1,0.0,0,0,0,0.0,0,0,0.0,4,9,0,73,0
114,2022-09-11,Gloves - SP - Cerebro - Exact,gloves,swelling reducer for hands,exact,0,1,0.26,0,0,1,0,0,1,20,0,0,0,0,0,1,0.0,0,0,0,0.0,0,0,0.0,4,10,18,73,1
115,2022-09-11,Gloves - SP - Cerebro - Phrase,Cerebro - Phrase,compression glove,phrase,0,6,2.82,0,0,6,0,0,6,150,0,6,0,0,2,66,1.28,0,0,0,0.0,0,0,0.0,2,11,1,17,2
116,2022-09-11,Gloves - SP - Cerebro - Phrase,Cerebro - Phrase,swelling reducer for hands,phrase,0,1,0.15,0,0,1,0,0,1,25,0,1,0,0,0,1,0.0,0,0,0,0.0,0,0,0.0,4,11,1,73,2
117,2022-09-11,Gloves - SP - Exact - Brand Defense Keywords - GS,Gloves - SP - Exact - Brand Defense Keywords - GS,fititude,exact,0,1,8.15,0,0,1,0,0,1,45,0,0,0,0,0,4,0.0,0,0,0,0.0,0,0,0.0,1,12,5,38,1
118,2022-09-11,Gloves - SP - Exact - Brand Defense Keywords - GS,Gloves - SP - Exact - Brand Defense Keywords - GS,fititude compression gloves,exact,0,1,6.83,0,0,1,0,0,1,45,0,0,0,0,0,2,0.0,0,0,0,0.0,0,0,0.0,3,12,5,39,1
119,2022-09-11,Gloves - SP - Exact - Brand Defense Keywords - GS,Gloves - SP - Exact - Brand Defense Keywords - GS,fititude gloves,exact,0,1,6.8,0,0,1,0,0,1,45,0,0,0,0,1,1,0.83,0,0,0,0.0,0,0,0.0,2,12,5,40,1
120,2022-09-11,Gloves - SP - Exact - Brand Defense Keywords - GS,Gloves - SP - Exact - Brand Defense Keywords - GS,fititude infused copper pair of compression gloves,exact,0,4,19.6,0,0,4,0,0,4,180,0,0,0,0,0,5,0.0,0,0,0,0.0,0,0,0.0,7,12,5,41,1
121,2022-09-11,Gloves - SP - KW - MIX - Discovery,gloves,arthritis gloves for women for pain,exact,0,6,1.62,0,0,6,0,0,6,210,0,0,0,0,0,11,0.0,0,0,0,0.0,0,0,0.0,6,13,18,11,1
122,2022-09-11,Gloves - SP - KW - MIX - Discovery,gloves,compression glove,broad,0,1,0.35,0,0,1,0,0,1,35,0,0,0,0,0,115,0.0,0,0,0,0.0,0,0,0.0,2,13,18,17,0
123,2022-09-11,Gloves - SP - Top Keywords,Top Keywords,gloves for swelling,exact,0,7,2.8000000000000003,0,0,7,0,0,7,210,0,7,0,0,0,10,0.0,0,0,0,0.0,0,0,0.0,3,14,12,46,1
124,2022-09-11,Gloves - SP - manual,exact,thumb arthritis compression gloves,exact,0,7,1.33,0,0,7,0,0,7,700,0,7,0,0,1,29,0.71,0,0,0,0.0,0,0,0.0,4,15,17,77,1
125,2022-09-18,Brace - SP - BBM,bbm,+tendonitis +wrist,broad,0,7,4.62,0,0,7,0,0,7,210,0,7,0,0,1,952,1.04,0,0,0,0.0,0,0,0.0,2,0,14,3,0
126,2022-09-18,Brace - SP - Broad - Generic - GS,Generic Keywords,gaming wrist brace,broad,0,1,0.31,0,0,1,0,0,1,20,0,1,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,3,1,2,43,0
127,2022-09-18,Brace - SP - Broad - Generic - GS,Generic Keywords,medical wrist brace,broad,0,2,1.6,0,0,2,0,0,2,40,0,2,0,0,0,17,0.0,0,0,0,0.0,0,0,0.0,3,1,2,56,0
128,2022-09-18,Brace - SP - Broad - Generic - GS,Generic Keywords,wrist brace typing,broad,0,1,0.23,0,0,1,0,0,1,20,0,1,0,0,0,9,0.0,0,0,0,0.0,0,0,0.0,3,1,2,84,0
129,2022-09-18,Brace - SP - Broad - Generic - GS,Generic Keywords,wrist wrap injury,broad,0,3,0.6900000000000001,0,0,3,0,0,3,60,0,3,0,0,0,3,0.0,0,0,0,0.0,0,0,0.0,3,1,2,100,0
130,2022-09-18,Brace - SP - Broad - Injury KW - GS,Injury,wrist injury,broad,0,2,0.34,0,0,2,0,0,2,50,0,0,0,0,0,10,0.0,0,0,0,0.0,0,0,0.0,2,2,6,90,0
131,2022-09-18,Brace - SP - Broad - Injury KW - GS,Injury,wrist injury brace,broad,0,2,0.62,0,0,2,0,0,2,50,0,0,0,0,0,3,0.0,0,0,0,0.0,0,0,0.0,3,2,6,91,0
132,2022-09-18,Brace - SP - Broad - Injury KW - GS,Injury,wrist injury support,broad,0,2,0.62,0,0,2,0,0,2,50,0,0,0,0,0,2,0.0,0,0,0,0.0,0,0,0.0,3,2,6,93,0
133,2022-09-18,Brace - SP - Broad - Injury KW - GS,Injury,wrist injury therapy,broad,0,1,0.31,0,0,1,0,0,1,25,0,0,0,0,0,2,0.0,0,0,0,0.0,0,0,0.0,3,2,6,95,0
134,2022-09-18,Brace - SP - Competitor manual,brace,night wrist brace,broad,0,3,0.78,0,0,3,0,0,3,60,0,0,0,0,0,2,0.0,0,0,0,0.0,0,0,0.0,3,3,15,59,0
135,2022-09-18,Brace - SP - Competitor manual,brace,night wrist brace,phrase,0,1,0.34,0,0,1,0,0,1,20,0,0,0,0,0,1,0.0,0,0,0,0.0,0,0,0.0,3,3,15,59,2
136,2022-09-18,Brace - SP - Exact - Injury KW - GS,Pain,hand pain relief,exact,0,1,0.33,0,0,1,0,0,1,20,0,0,0,0,0,2,0.0,0,0,0,0.0,0,0,0.0,3,5,8,49,1
137,2022-09-18,Brace - SP - Exact - Injury KW - GS,Pain,wrist bandage pain,exact,0,1,0.51,0,0,1,0,0,1,20,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,3,5,8,81,1
138,2022-09-18,Brace - SP - Exact - Injury KW - GS,Sprains,sprained wrist brace,exact,0,1,0.51,0,0,1,0,0,1,20,0,0,0,0,0,5,0.0,0,0,0,0.0,0,0,0.0,3,5,10,69,1
139,2022-09-18,Brace - SP - Exact - Injury KW - GS,Sprains,wrist brace for sprained wrist,exact,0,4,2.04,0,0,4,0,0,4,80,0,0,0,0,0,6,0.0,0,0,0,0.0,0,0,0.0,5,5,10,82,1
140,2022-09-18,Catch all grouped,brace,edema glove,phrase,0,3,0.30000000000000004,0,0,3,0,0,3,60,0,0,0,0,0,1,0.0,0,0,0,0.0,0,0,0.0,2,6,15,34,2
141,2022-09-18,Catch all grouped,brace,wrist copper,broad,0,4,0.4,0,0,4,0,0,4,80,0,0,0,0,0,2,0.0,0,0,0,0.0,0,0,0.0,2,6,15,87,0
142,2022-09-18,Gloves  - Competitor Brand - Exact,Gloves  - Competitor Brand - Exact,ace gloves,phrase,0,1,0.41,0,0,1,0,0,1,10,0,0,0,0,0,4,0.0,0,0,0,0.0,0,0,0.0,2,7,3,4,2
143,2022-09-18,Gloves  - Competitor Brand - Exact,Gloves  - Competitor Brand - Exact,copper compression,exact,0,1,0.4,0,0,1,0,0,1,10,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,2,7,3,25,1
144,2022-09-18,Gloves  - Competitor Brand - Exact,Gloves  - Competitor Brand - Exact,copper compression,phrase,0,5,2.05,0,0,5,0,0,5,50,0,0,0,0,0,7,0.0,0,0,0,0.0,0,0,0.0,2,7,3,25,2
145,2022-09-18,Gloves - SP - Cerebro - Amazons Choice - Exact,Gloves - SP - Cerebro - Amazons Choice - Exact,gloves carpal tunnel,exact,0,5,1.6500000000000001,0,0,5,0,0,5,100,0,5,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,3,8,4,44,1
146,2022-09-18,Gloves - SP - Cerebro - Amazons Choice - Exact,Gloves - SP - Cerebro - Amazons Choice - Exact,sewing gloves,exact,0,1,0.4,0,0,1,0,0,1,20,0,1,0,0,0,1,0.0,0,0,0,0.0,0,0,0.0,2,8,4,65,1
147,2022-09-18,Gloves - SP - Cerebro - Broad,Cerebro - Broad,copper gloves men,broad,0,3,0.66,0,0,3,0,0,3,60,0,3,0,0,0,5,0.0,0,0,0,0.0,0,0,0.0,3,9,0,32,0
148,2022-09-18,Gloves - SP - Cerebro - Broad,Cerebro - Broad,pressure glove,broad,0,3,2.04,0,0,3,0,0,3,60,0,3,0,0,2,52,0.96,0,0,0,0.0,0,0,0.0,2,9,0,61,0
149,2022-09-18,Gloves - SP - Cerebro - Broad,Cerebro - Broad,swelling reducer for hands,broad,0,1,0.14,0,0,1,0,0,1,20,0,1,0,0,0,2,0.0,0,0,0,0.0,0,0,0.0,4,9,0,73,0
150,2022-09-18,Gloves - SP - Cerebro - Exact,gloves,gaming gloves,exact,0,2,0.3,0,0,2,0,0,2,40,0,0,0,0,0,1,0.0,0,0,0,0.0,0,0,0.0,2,10,18,42,1
151,2022-09-18,Gloves - SP - Cerebro - Exact,gloves,thumb compression sleeve,exact,0,1,0.39,0,0,1,0,0,1,20,0,0,0,0,0,4,0.0,0,0,0,0.0,0,0,0.0,3,10,18,78,1
152,2022-09-18,Gloves - SP - Cerebro - Phrase,Cerebro - Phrase,compression glove,phrase,0,4,1.88,0,0,4,0,0,4,100,0,4,0,0,0,8,0.0,0,0,0,0.0,0,0,0.0,2,11,1,17,2
153,2022-09-18,Gloves - SP - Cerebro - Phrase,Cerebro - Phrase,copper glove,phrase,0,3,2.4000000000000004,0,0,3,0,0,3,75,0,3,0,0,3,1054,2.74,0,0,0,0.0,0,0,0.0,2,11,1,30,2
154,2022-09-18,Gloves - SP - Exact - Brand Defense Keywords - GS,Gloves - SP - Exact - Brand Defense Keywords - GS,fititude compression gloves,exact,0,1,6.83,0,0,1,0,0,1,45,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,3,12,5,39,1
155,2022-09-18,Gloves - SP - Exact - Brand Defense Keywords - GS,Gloves - SP - Exact - Brand Defense Keywords - GS,fititude gloves,exact,0,2,13.6,0,0,2,0,0,2,90,0,0,0,0,1,2,2.5,1,1,1,15.94,0,1,15.94,2,12,5,40,1
156,2022-09-18,Gloves - SP - Exact - Brand Defense Keywords - GS,Gloves - SP - Exact - Brand Defense Keywords - GS,fititude infused copper pair of compression gloves,exact,0,4,19.6,0,0,4,0,0,4,180,0,0,0,0,0,14,0.0,0,0,0,0.0,0,0,0.0,7,12,5,41,1
157,2022-09-18,Gloves - SP - KW - MIX - Discovery,gloves,arthritis gloves for women for pain,exact,0,7,1.8900000000000001,0,0,7,0,0,7,245,0,0,0,0,1,51,0.46,0,0,0,0.0,0,0,0.0,6,13,18,11,1
158,2022-09-18,Gloves - SP - Top Keywords,Top Keywords,gloves for swelling,exact,0,4,1.6,0,0,4,0,0,4,120,0,4,0,0,0,2,0.0,0,0,0,0.0,0,0,0.0,3,14,12,46,1
159,2022-09-18,Gloves - SP - Top Keywords,Top Keywords,gloves for swelling,phrase,0,1,0.62,0,0,1,0,0,1,30,0,1,0,0,1,19,1.1,1,1,1,15.94,0,1,15.94,3,14,12,46,2
160,2022-09-18,Gloves - SP - Top Keywords,Top Keywords,hand support glove pain,phrase,0,2,0.52,0,0,2,0,0,2,60,0,2,0,0,0,3,0.0,0,0,0,0.0,0,0,0.0,4,14,12,50,2
161,2022-09-18,Gloves - SP - manual,broad,copper hands,broad,0,2,1.02,0,0,2,0,0,2,200,0,2,0,0,1,18,0.26,0,0,0,0.0,0,0,0.0,2,15,16,33,0
162,2022-09-18,Gloves - SP - manual,exact,finger support arthritis,exact,0,2,1.16,0,0,2,0,0,2,200,0,2,0,0,0,1,0.0,0,0,0,0.0,0,0,0.0,3,15,17,37,1
163,2022-09-18,Gloves - SP - manual,exact,thumb arthritis compression gloves,exact,0,3,0.5700000000000001,0,0,3,0,0,3,300,0,3,0,0,0,3,0.0,0,0,0,0.0,0,0,0.0,4,15,17,77,1
164,2022-09-18,Wallet - SP - Broad - Generic - GS,Wallet - SP - Broad - Generic - GS,rfid wallet,broad,0,1,0.8,0,0,1,0,0,1,20,0,0,0,0,0,2,0.0,0,0,0,0.0,0,0,0.0,2,16,13,62,0
165,2022-09-18,Wallet - SP - Broad - Generic - GS,Wallet - SP - Broad - Generic - GS,slim wallets for men,broad,0,1,0.5,0,0,1,0,0,1,20,0,0,0,0,0,2,0.0,0,0,0,0.0,0,0,0.0,4,16,13,66,0
166,2022-09-18,Wallet - SP - Broad - Generic - GS,Wallet - SP - Broad - Generic - GS,wallet rfid blocking,broad,0,2,1.6,0,0,2,0,0,2,40,0,0,0,0,0,1,0.0,0,0,0,0.0,0,0,0.0,3,16,13,80,0
167,2022-09-25,Brace - SP - BBM,bbm,+tendonitis +wrist,broad,0,7,4.62,0,0,7,0,0,7,210,0,7,0,0,4,1716,4.03,0,0,0,0.0,0,0,0.0,2,0,14,3,0
168,2022-09-25,Brace - SP - Broad - Generic - GS,Generic Keywords,gaming wrist brace,broad,0,1,0.31,0,0,1,0,0,1,20,0,1,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,3,1,2,43,0
169,2022-09-25,Brace - SP - Broad - Generic - GS,Generic Keywords,medical wrist brace,broad,0,2,1.6,0,0,2,0,0,2,40,0,2,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,3,1,2,56,0
170,2022-09-25,Brace - SP - Broad - Generic - GS,Generic Keywords,wrist wrap injury,broad,0,4,0.92,0,0,4,0,0,4,80,0,4,0,0,0,2,0.0,0,0,0,0.0,0,0,0.0,3,1,2,100,0
171,2022-09-25,Brace - SP - Broad - Injury KW - GS,Injury,injury brace,broad,0,3,2.04,0,0,3,0,0,3,75,0,0,0,0,2,6,1.36,0,0,0,0.0,0,0,0.0,2,2,6,52,0
172,2022-09-25,Brace - SP - Broad - Injury KW - GS,Injury,wrist injury,broad,0,3,0.51,0,0,3,0,0,3,75,0,0,0,0,0,4,0.0,0,0,0,0.0,0,0,0.0,2,2,6,90,0
173,2022-09-25,Brace - SP - Broad - Injury KW - GS,Injury,wrist injury brace,broad,0,1,0.31,0,0,1,0,0,1,25,0,0,0,0,0,1,0.0,0,0,0,0.0,0,0,0.0,3,2,6,91,0
174,2022-09-25,Brace - SP - Competitor manual,brace,night wrist brace,broad,0,1,0.26,0,0,1,0,0,1,20,0,0,0,0,0,1,0.0,0,0,0,0.0,0,0,0.0,3,3,15,59,0
175,2022-09-25,Brace - SP - Exact - Injury KW - GS,Pain,wrist bandage pain,exact,0,1,0.51,0,0,1,0,0,1,20,0,0,0,0,0,1,0.0,0,0,0,0.0,0,0,0.0,3,5,8,81,1
176,2022-09-25,Brace - SP - Exact - Injury KW - GS,Sprains,sprained wrist brace,exact,0,1,0.51,0,0,1,0,0,1,20,0,0,0,0,0,1,0.0,0,0,0,0.0,0,0,0.0,3,5,10,69,1
177,2022-09-25,Brace - SP - Exact - Injury KW - GS,Sprains,wrist brace for sprained wrist,exact,0,2,1.02,0,0,2,0,0,2,40,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,5,5,10,82,1
178,2022-09-25,Catch all grouped,brace,edema glove,phrase,0,6,0.6000000000000001,0,0,6,0,0,6,120,0,0,0,0,0,4,0.0,0,0,0,0.0,0,0,0.0,2,6,15,34,2
179,2022-09-25,Catch all grouped,brace,wrist copper,broad,0,1,0.1,0,0,1,0,0,1,20,0,0,0,0,0,2,0.0,0,0,0,0.0,0,0,0.0,2,6,15,87,0
180,2022-09-25,Gloves  - Competitor Brand - Exact,Gloves  - Competitor Brand - Exact,copper compression,broad,0,1,0.4,0,0,1,0,0,1,10,0,0,0,0,0,1,0.0,0,0,0,0.0,0,0,0.0,2,7,3,25,0
181,2022-09-25,Gloves  - Competitor Brand - Exact,Gloves  - Competitor Brand - Exact,copper compression,exact,0,3,1.2000000000000002,0,0,3,0,0,3,30,0,0,0,0,0,1,0.0,0,0,0,0.0,0,0,0.0,2,7,3,25,1
182,2022-09-25,Gloves  - Competitor Brand - Exact,Gloves  - Competitor Brand - Exact,copper compression,phrase,0,3,1.23,0,0,3,0,0,3,30,0,0,0,0,0,9,0.0,0,0,0,0.0,0,0,0.0,2,7,3,25,2
183,2022-09-25,Gloves - SP - Cerebro - Broad,Cerebro - Broad,pressure glove,broad,0,7,4.760000000000001,0,0,7,0,0,7,140,0,7,0,0,1,86,0.7,0,0,0,0.0,0,0,0.0,2,9,0,61,0
184,2022-09-25,Gloves - SP - Cerebro - Exact,gloves,compression gloves for edema,exact,0,1,0.24,0,0,1,0,0,1,20,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,4,10,18,20,1
