,date,campaignName,adGroupName,targeting,matchType,__v_x,active_x,bid,optimizing_x,__v_y,active_y,optimizing_y,__v_x,active,dailyBudget,optimizing,premiumBidAdjustment,bidMultiplier,bidOptimization_y,clicks,impressions,cost,purchases1d,purchases7d,purchases30d,sales30d,__v_y,conversions,sales,Number_of_word,campaignName_enc,adGroupName_enc,targeting_enc,matchType_enc
185,2022-09-25,Gloves - SP - Cerebro - Exact,gloves,thumb compression sleeve,exact,0,1,0.39,0,0,1,0,0,1,20,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,3,10,18,78,1
186,2022-09-25,Gloves - SP - Cerebro - Phrase,Cerebro - Phrase,compression glove,phrase,0,6,2.82,0,0,6,0,0,6,150,0,6,0,0,0,14,0.0,0,0,0,0.0,0,0,0.0,2,11,1,17,2
187,2022-09-25,Gloves - SP - Cerebro - Phrase,Cerebro - Phrase,copper glove,phrase,0,1,0.8,0,0,1,0,0,1,25,0,1,0,0,0,69,0.0,0,0,0,0.0,0,0,0.0,2,11,1,30,2
188,2022-09-25,Gloves - SP - Exact - Brand Defense Keywords - GS,Gloves - SP - Exact - Brand Defense Keywords - GS,fititude gloves,broad,0,3,20.4,0,0,3,0,0,3,135,0,0,0,0,1,11,1.83,1,1,2,63.76,0,2,63.76,2,12,5,40,0
189,2022-09-25,Gloves - SP - Exact - Brand Defense Keywords - GS,Gloves - SP - Exact - Brand Defense Keywords - GS,fititude gloves,exact,0,1,6.8,0,0,1,0,0,1,45,0,0,0,0,1,3,0.47,0,0,0,0.0,0,0,0.0,2,12,5,40,1
190,2022-09-25,Gloves - SP - Exact - Brand Defense Keywords - GS,Gloves - SP - Exact - Brand Defense Keywords - GS,fititude infused copper pair of compression gloves,exact,0,3,14.700000000000001,0,0,3,0,0,3,135,0,0,0,0,0,6,0.0,0,0,0,0.0,0,0,0.0,7,12,5,41,1
191,2022-09-25,Gloves - SP - KW - MIX - Discovery,gloves,arthritis gloves for women for pain,broad,0,3,0.81,0,0,3,0,0,3,105,0,0,0,0,0,3,0.0,0,0,0,0.0,0,0,0.0,6,13,18,11,0
192,2022-09-25,Gloves - SP - KW - MIX - Discovery,gloves,arthritis gloves for women for pain,exact,0,3,0.81,0,0,3,0,0,3,105,0,0,0,0,1,427,0.7,0,0,0,0.0,0,0,0.0,6,13,18,11,1
193,2022-09-25,Gloves - SP - KW - MIX - Discovery,gloves,arthritis gloves for women for pain,phrase,0,1,0.27,0,0,1,0,0,1,35,0,0,0,0,0,2,0.0,0,0,0,0.0,0,0,0.0,6,13,18,11,2
194,2022-09-25,Gloves - SP - Top Keywords,Top Keywords,gloves for swelling,phrase,0,6,3.7199999999999998,0,0,6,0,0,6,180,0,6,0,0,0,114,0.0,0,0,0,0.0,0,0,0.0,3,14,12,46,2
195,2022-09-25,Gloves - SP - Top Keywords,Top Keywords,hand support glove pain,exact,0,1,0.26,0,0,1,0,0,1,30,0,1,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,4,14,12,50,1
196,2022-09-25,Gloves - SP - manual,exact,finger support arthritis,exact,0,7,4.06,0,0,7,0,0,7,700,0,7,0,0,0,13,0.0,0,0,0,0.0,0,0,0.0,3,15,17,37,1
197,2022-09-25,Wallet - SP - Broad - Generic - GS,Wallet - SP - Broad - Generic - GS,minimalist wallet men,broad,0,2,1.2,0,0,2,0,0,2,40,0,0,0,0,1,437,0.31,0,0,0,0.0,0,0,0.0,3,16,13,58,0
198,2022-09-25,Wallet - SP - Broad - Generic - GS,Wallet - SP - Broad - Generic - GS,wallet rfid blocking,broad,0,5,4.0,0,0,5,0,0,5,100,0,0,0,0,0,9,0.0,0,0,0,0.0,0,0,0.0,3,16,13,80,0
199,2022-10-02,Brace - SP - BBM,bbm,+tendonitis +wrist,broad,0,7,4.62,0,0,7,0,0,7,210,0,7,0,0,7,1014,6.51,0,0,0,0.0,0,0,0.0,2,0,14,3,0
200,2022-10-02,Brace - SP - Broad - Generic - GS,Generic Keywords,medical wrist brace,broad,0,4,3.2,0,0,4,0,0,4,80,0,4,0,0,0,9,0.0,0,0,0,0.0,0,0,0.0,3,1,2,56,0
201,2022-10-02,Brace - SP - Broad - Generic - GS,Generic Keywords,wrist wrap injury,broad,0,3,0.6900000000000001,0,0,3,0,0,3,60,0,3,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,3,1,2,100,0
202,2022-10-02,Brace - SP - Broad - Injury KW - GS,Injury,injury brace,broad,0,6,4.08,0,0,6,0,0,6,150,0,0,0,0,0,7,0.0,0,0,0,0.0,0,0,0.0,2,2,6,52,0
203,2022-10-02,Brace - SP - Broad - Injury KW - GS,Injury,wrist injury support,broad,0,1,0.31,0,0,1,0,0,1,25,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,3,2,6,93,0
204,2022-10-02,Brace - SP - Competitor manual,brace,night wrist brace,broad,0,2,0.52,0,0,2,0,0,2,40,0,0,0,0,0,7,0.0,0,0,0,0.0,0,0,0.0,3,3,15,59,0
205,2022-10-02,Brace - SP - Competitor manual,brace,night wrist support,broad,0,1,0.26,0,0,1,0,0,1,20,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,3,3,15,60,0
206,2022-10-02,Brace - SP - Exact - Generic - GS,Left,left wrist brace women,exact,0,3,0.8999999999999999,0,0,3,0,0,3,60,0,0,0,0,0,12,0.0,0,0,0,0.0,0,0,0.0,4,4,7,55,1
207,2022-10-02,Brace - SP - Exact - Injury KW - GS,Sprains,sprained wrist brace for women,exact,0,1,0.51,0,0,1,0,0,1,20,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,5,5,10,71,1
208,2022-10-02,Brace - SP - Exact - Injury KW - GS,Sprains,wrist brace for sprained wrist,exact,0,2,1.02,0,0,2,0,0,2,40,0,0,0,0,0,5,0.0,0,0,0,0.0,0,0,0.0,5,5,10,82,1
209,2022-10-02,Catch all grouped,brace,edema glove,phrase,0,1,0.1,0,0,1,0,0,1,20,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,2,6,15,34,2
210,2022-10-02,Catch all grouped,brace,wrist copper,broad,0,6,0.6000000000000001,0,0,6,0,0,6,120,0,0,0,0,0,43,0.0,0,0,0,0.0,0,0,0.0,2,6,15,87,0
211,2022-10-02,Gloves  - Competitor Brand - Exact,Gloves  - Competitor Brand - Exact,copper compression,phrase,0,7,2.8699999999999997,0,0,7,0,0,7,70,0,0,0,0,2,85,0.7,1,1,1,15.94,0,1,15.94,2,7,3,25,2
212,2022-10-02,Gloves - SP - Cerebro - Broad,Cerebro - Broad,pressure glove,broad,0,7,4.760000000000001,0,0,7,0,0,7,140,0,7,0,0,0,13,0.0,0,0,0,0.0,0,0,0.0,2,9,0,61,0
213,2022-10-02,Gloves - SP - Cerebro - Exact,gloves,thumb compression sleeve,exact,0,1,0.39,0,0,1,0,0,1,20,0,0,0,0,0,1,0.0,0,0,0,0.0,0,0,0.0,3,10,18,78,1
214,2022-10-02,Gloves - SP - Cerebro - Phrase,Cerebro - Phrase,compression glove,phrase,0,7,3.29,0,0,7,0,0,7,175,0,7,0,0,1,14,0.32,0,0,0,0.0,0,0,0.0,2,11,1,17,2
215,2022-10-02,Gloves - SP - Exact - Brand Defense Keywords - GS,Gloves - SP - Exact - Brand Defense Keywords - GS,fititude gloves,exact,0,2,13.6,0,0,2,0,0,2,90,0,0,0,0,1,3,0.72,1,1,2,31.88,0,2,31.88,2,12,5,40,1
216,2022-10-02,Gloves - SP - Exact - Brand Defense Keywords - GS,Gloves - SP - Exact - Brand Defense Keywords - GS,fititude infused copper pair of compression gloves,exact,0,5,24.5,0,0,5,0,0,5,225,0,0,0,0,1,15,1.13,0,1,1,31.88,0,1,31.88,7,12,5,41,1
217,2022-10-02,Gloves - SP - KW - MIX - Discovery,gloves,arthritis gloves for women for pain,broad,0,2,0.54,0,0,2,0,0,2,70,0,0,0,0,0,10,0.0,0,0,0,0.0,0,0,0.0,6,13,18,11,0
218,2022-10-02,Gloves - SP - KW - MIX - Discovery,gloves,arthritis gloves for women for pain,exact,0,2,0.54,0,0,2,0,0,2,70,0,0,0,0,0,35,0.0,0,0,0,0.0,0,0,0.0,6,13,18,11,1
219,2022-10-02,Gloves - SP - KW - MIX - Discovery,gloves,arthritis gloves for women for pain,phrase,0,3,0.81,0,0,3,0,0,3,105,0,0,0,0,0,6,0.0,0,0,0,0.0,0,0,0.0,6,13,18,11,2
220,2022-10-02,Gloves - SP - Top Keywords,Top Keywords,gloves for swelling,phrase,0,7,4.34,0,0,7,0,0,7,210,0,7,0,0,5,72,5.430000000000001,1,1,1,15.94,0,1,15.94,3,14,12,46,2
221,2022-10-02,Gloves - SP - manual,broad,copper gloves,broad,0,3,0.44999999999999996,0,0,3,0,0,3,300,0,3,0,0,1,53,0.47,0,0,0,0.0,0,0,0.0,2,15,16,31,0
222,2022-10-02,Gloves - SP - manual,broad,copper hands,broad,0,2,1.02,0,0,2,0,0,2,200,0,2,0,0,3,148,3.0,1,1,2,31.88,0,2,31.88,2,15,16,33,0
223,2022-10-02,Gloves - SP - manual,exact,edema glove left hand,exact,0,1,0.38,0,0,1,0,0,1,100,0,1,0,0,0,1,0.0,0,0,0,0.0,0,0,0.0,4,15,17,35,1
224,2022-10-02,Gloves - SP - manual,exact,finger support arthritis,exact,0,1,0.58,0,0,1,0,0,1,100,0,1,0,0,0,3,0.0,0,0,0,0.0,0,0,0.0,3,15,17,37,1
225,2022-10-02,Wallet - SP - Broad - Generic - GS,Wallet - SP - Broad - Generic - GS,minimalist wallet men,broad,0,7,4.2,0,0,7,0,0,7,140,0,0,0,0,6,1185,2.85,0,0,0,0.0,0,0,0.0,3,16,13,58,0
226,2022-10-09,Brace - SP - BBM,bbm,+copper +tendinitis,broad,0,3,3.06,0,0,3,0,0,3,90,0,3,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,2,0,14,1,0
227,2022-10-09,Brace - SP - BBM,bbm,+tendinitis +wrist,broad,0,1,0.84,0,0,1,0,0,1,30,0,1,0,0,0,1,0.0,0,0,0,0.0,0,0,0.0,2,0,14,2,0
228,2022-10-09,Brace - SP - BBM,bbm,+tendonitis +wrist,broad,0,3,1.98,0,0,3,0,0,3,90,0,3,0,0,0,67,0.0,0,0,0,0.0,0,0,0.0,2,0,14,3,0
229,2022-10-09,Brace - SP - Broad - Generic - GS,Generic Keywords,medical wrist brace,broad,0,4,3.2,0,0,4,0,0,4,80,0,4,0,0,0,18,0.0,0,0,0,0.0,0,0,0.0,3,1,2,56,0
230,2022-10-09,Brace - SP - Broad - Generic - GS,Generic Keywords,wrist wrap injury,broad,0,3,0.6900000000000001,0,0,3,0,0,3,60,0,3,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,3,1,2,100,0
231,2022-10-09,Brace - SP - Broad - Injury KW - GS,Injury,injury brace,broad,0,4,2.72,0,0,4,0,0,4,100,0,0,0,0,0,3,0.0,0,0,0,0.0,0,0,0.0,2,2,6,52,0
232,2022-10-09,Brace - SP - Broad - Injury KW - GS,Injury,wrist injury,broad,0,1,0.17,0,0,1,0,0,1,25,0,0,0,0,0,2,0.0,0,0,0,0.0,0,0,0.0,2,2,6,90,0
233,2022-10-09,Brace - SP - Broad - Injury KW - GS,Tendinitis,tendonitis,broad,0,2,1.16,0,0,2,0,0,2,50,0,0,0,0,3,676,3.18,0,0,0,0.0,0,0,0.0,1,2,11,74,0
234,2022-10-09,Brace - SP - Competitor manual,brace,night wrist brace,broad,0,2,0.52,0,0,2,0,0,2,40,0,0,0,0,0,2,0.0,0,0,0,0.0,0,0,0.0,3,3,15,59,0
235,2022-10-09,Brace - SP - Exact - Generic - GS,Generic Keywords,wrist braces,exact,0,2,0.68,0,0,2,0,0,2,40,0,0,0,0,0,5,0.0,0,0,0,0.0,0,0,0.0,2,4,2,85,1
236,2022-10-09,Brace - SP - Exact - Generic - GS,Generic Keywords,wrist relief for pain,exact,0,1,0.3,0,0,1,0,0,1,20,0,0,0,0,0,1,0.0,0,0,0,0.0,0,0,0.0,4,4,2,96,1
237,2022-10-09,Brace - SP - Exact - Generic - GS,Left,left wrist brace women,exact,0,1,0.3,0,0,1,0,0,1,20,0,0,0,0,0,1,0.0,0,0,0,0.0,0,0,0.0,4,4,7,55,1
238,2022-10-09,Brace - SP - Exact - Generic - GS,Left,wrist brace left hand,exact,0,1,0.3,0,0,1,0,0,1,20,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,4,4,7,83,1
239,2022-10-09,Brace - SP - Exact - Generic - GS,Right,right wrist brace women,exact,0,2,0.6,0,0,2,0,0,2,40,0,0,0,0,0,2,0.0,0,0,0,0.0,0,0,0.0,4,4,9,63,1
240,2022-10-09,Brace - SP - Exact - Injury KW - GS,Sprains,sprained wrist brace,exact,0,1,0.51,0,0,1,0,0,1,20,0,0,0,0,0,4,0.0,0,0,0,0.0,0,0,0.0,3,5,10,69,1
241,2022-10-09,Brace - SP - Exact - Injury KW - GS,Sprains,sprained wrist brace for women,exact,0,1,0.51,0,0,1,0,0,1,20,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,5,5,10,71,1
242,2022-10-09,Brace - SP - Exact - Injury KW - GS,Sprains,wrist brace for sprained wrist,exact,0,1,0.51,0,0,1,0,0,1,20,0,0,0,0,0,1,0.0,0,0,0,0.0,0,0,0.0,5,5,10,82,1
243,2022-10-09,Catch all grouped,brace,wrist copper,broad,0,6,0.6000000000000001,0,0,6,0,0,6,120,0,0,0,0,0,42,0.0,0,0,0,0.0,0,0,0.0,2,6,15,87,0
244,2022-10-09,Catch all grouped,brace,wrist copper,phrase,0,1,0.1,0,0,1,0,0,1,20,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,2,6,15,87,2
245,2022-10-09,Gloves  - Competitor Brand - Exact,Gloves  - Competitor Brand - Exact,ace gloves,phrase,0,1,0.41,0,0,1,0,0,1,10,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,2,7,3,4,2
246,2022-10-09,Gloves  - Competitor Brand - Exact,Gloves  - Competitor Brand - Exact,copper compression,exact,0,1,0.4,0,0,1,0,0,1,10,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,2,7,3,25,1
247,2022-10-09,Gloves  - Competitor Brand - Exact,Gloves  - Competitor Brand - Exact,copper compression,phrase,0,5,2.05,0,0,5,0,0,5,50,0,0,0,0,0,30,0.0,0,0,0,0.0,0,0,0.0,2,7,3,25,2
248,2022-10-09,Gloves - SP - Cerebro - Broad,Cerebro - Broad,pressure glove,broad,0,7,4.760000000000001,0,0,7,0,0,7,140,0,7,0,0,5,88,3.23,2,2,2,31.88,0,2,31.88,2,9,0,61,0
249,2022-10-09,Gloves - SP - Cerebro - Phrase,Cerebro - Phrase,anti arthritis gloves,phrase,0,3,0.75,0,0,3,0,0,3,75,0,3,0,0,0,4,0.0,0,0,0,0.0,0,0,0.0,3,11,1,5,2
250,2022-10-09,Gloves - SP - Cerebro - Phrase,Cerebro - Phrase,arthriti glove,phrase,0,3,1.08,0,0,3,0,0,3,75,0,3,0,0,4,1148,1.85,0,0,0,0.0,0,0,0.0,2,11,1,8,2
251,2022-10-09,Gloves - SP - Cerebro - Phrase,Cerebro - Phrase,compression glove,phrase,0,1,0.47,0,0,1,0,0,1,25,0,1,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,2,11,1,17,2
252,2022-10-09,Gloves - SP - Exact - Brand Defense Keywords - GS,Gloves - SP - Exact - Brand Defense Keywords - GS,fititude,phrase,0,1,8.15,0,0,1,0,0,1,45,0,0,0,0,0,1,0.0,0,0,0,0.0,0,0,0.0,1,12,5,38,2
253,2022-10-09,Gloves - SP - Exact - Brand Defense Keywords - GS,Gloves - SP - Exact - Brand Defense Keywords - GS,fititude gloves,exact,0,1,6.8,0,0,1,0,0,1,45,0,0,0,0,0,1,0.0,0,0,0,0.0,0,0,0.0,2,12,5,40,1
254,2022-10-09,Gloves - SP - Exact - Brand Defense Keywords - GS,Gloves - SP - Exact - Brand Defense Keywords - GS,fititude infused copper pair of compression gloves,exact,0,5,24.5,0,0,5,0,0,5,225,0,0,0,0,2,21,0.51,1,1,1,15.94,0,1,15.94,7,12,5,41,1
255,2022-10-09,Gloves - SP - KW - MIX - Discovery,gloves,arthritis gloves for women for pain,exact,0,5,1.35,0,0,5,0,0,5,175,0,0,0,0,0,37,0.0,0,0,0,0.0,0,0,0.0,6,13,18,11,1
256,2022-10-09,Gloves - SP - KW - MIX - Discovery,gloves,arthritis gloves for women for pain,phrase,0,2,0.54,0,0,2,0,0,2,70,0,0,0,0,0,3,0.0,0,0,0,0.0,0,0,0.0,6,13,18,11,2
257,2022-10-09,Gloves - SP - Top Keywords,Top Keywords,gloves for swelling,phrase,0,7,4.34,0,0,7,0,0,7,210,0,7,0,0,5,252,5.3999999999999995,0,1,1,15.94,0,1,15.94,3,14,12,46,2
258,2022-10-09,Gloves - SP - manual,broad,copper gloves,broad,0,1,0.15,0,0,1,0,0,1,100,0,1,0,0,0,23,0.0,0,0,0,0.0,0,0,0.0,2,15,16,31,0
259,2022-10-09,Gloves - SP - manual,exact,finger support arthritis,exact,0,6,3.4799999999999995,0,0,6,0,0,6,600,0,6,0,0,1,20,1.15,0,0,0,0.0,0,0,0.0,3,15,17,37,1
260,2022-10-09,Wallet - SP - Broad - Generic - GS,Wallet - SP - Broad - Generic - GS,minimalist wallet men,broad,0,7,4.2,0,0,7,0,0,7,140,0,0,0,0,1,364,0.6,0,0,0,0.0,0,0,0.0,3,16,13,58,0
261,2022-10-16,Brace - SP - BBM,bbm,+tendonitis +wrist,broad,0,7,4.62,0,0,7,0,0,7,210,0,7,0,0,0,119,0.0,0,0,0,0.0,0,0,0.0,2,0,14,3,0
262,2022-10-16,Brace - SP - Broad - Generic - GS,Generic Keywords,gaming wrist brace,broad,0,1,0.31,0,0,1,0,0,1,20,0,1,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,3,1,2,43,0
263,2022-10-16,Brace - SP - Broad - Generic - GS,Generic Keywords,medical wrist brace,broad,0,2,1.6,0,0,2,0,0,2,40,0,2,0,0,0,1,0.0,0,0,0,0.0,0,0,0.0,3,1,2,56,0
264,2022-10-16,Brace - SP - Broad - Generic - GS,Generic Keywords,wrist wrap injury,broad,0,4,0.92,0,0,4,0,0,4,80,0,4,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,3,1,2,100,0
265,2022-10-16,Brace - SP - Broad - Injury KW - GS,Injury,injury brace,broad,0,2,1.36,0,0,2,0,0,2,50,0,0,0,0,0,1,0.0,0,0,0,0.0,0,0,0.0,2,2,6,52,0
266,2022-10-16,Brace - SP - Broad - Injury KW - GS,Injury,wrist injury,broad,0,5,0.8500000000000001,0,0,5,0,0,5,125,0,0,0,0,0,6,0.0,0,0,0,0.0,0,0,0.0,2,2,6,90,0
267,2022-10-16,Brace - SP - Competitor manual,brace,night wrist brace,broad,0,3,0.78,0,0,3,0,0,3,60,0,0,0,0,0,3,0.0,0,0,0,0.0,0,0,0.0,3,3,15,59,0
268,2022-10-16,Brace - SP - Competitor manual,brace,night wrist support,broad,0,2,0.52,0,0,2,0,0,2,40,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,3,3,15,60,0
269,2022-10-16,Brace - SP - Exact - Generic - GS,Generic Keywords,compression wrist brace,exact,0,1,0.33,0,0,1,0,0,1,20,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,3,4,2,23,1
270,2022-10-16,Brace - SP - Exact - Generic - GS,Generic Keywords,wrist compression,exact,0,1,0.43,0,0,1,0,0,1,20,0,0,0,0,0,2,0.0,0,0,0,0.0,0,0,0.0,2,4,2,86,1
271,2022-10-16,Brace - SP - Exact - Generic - GS,Generic Keywords,wrist wrap injury,exact,0,3,0.8999999999999999,0,0,3,0,0,3,60,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,3,4,2,100,1
272,2022-10-16,Brace - SP - Exact - Generic - GS,Left,left wrist brace women,exact,0,1,0.3,0,0,1,0,0,1,20,0,0,0,0,0,2,0.0,0,0,0,0.0,0,0,0.0,4,4,7,55,1
273,2022-10-16,Brace - SP - Exact - Generic - GS,Right,right wrist support,exact,0,1,0.3,0,0,1,0,0,1,20,0,0,0,0,0,2,0.0,0,0,0,0.0,0,0,0.0,3,4,9,64,1
274,2022-10-16,Brace - SP - Exact - Injury KW - GS,Pain,hand bandage pain,exact,0,1,0.33,0,0,1,0,0,1,20,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,3,5,8,48,1
275,2022-10-16,Brace - SP - Exact - Injury KW - GS,Pain,wrist bandage pain,exact,0,1,0.51,0,0,1,0,0,1,20,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,3,5,8,81,1
276,2022-10-16,Brace - SP - Exact - Injury KW - GS,Sprains,sprained wrist brace for women,exact,0,4,2.04,0,0,4,0,0,4,80,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,5,5,10,71,1
277,2022-10-16,Brace - SP - Exact - Injury KW - GS,Sprains,wrist brace for sprained wrist,exact,0,1,0.51,0,0,1,0,0,1,20,0,0,0,0,0,4,0.0,0,0,0,0.0,0,0,0.0,5,5,10,82,1
278,2022-10-16,Catch all grouped,brace,wrist copper,broad,0,6,0.6000000000000001,0,0,6,0,0,6,120,0,0,0,0,0,62,0.0,0,0,0,0.0,0,0,0.0,2,6,15,87,0
